Cause	Outcome	Cause name	Outcome name	Number of mentions	Phi correlation coeff	Dependence	Date of diagnosis	GPT4	score
I42.5	I51.3	restrictive cardiomyopathy	ventricular thrombosis	1	0.0	0	0	1	0.2
I42.5	I27.20	restrictive cardiomyopathy	pulmonary hypertension	1	NA	0	0	1	0.2
I42.5	I67.9	restrictive cardiomyopathy	cerebrovascular disorders	1	0.0	0	0	1	0.2
G36.0	G95.9	neuromyelitis optica	myelopathy	2	0.034	1	0.3333333333333333	1	0.6795714285714286
G36.0	G82.2	neuromyelitis optica	paraplegia	3	0.017	1	1.0	0	0.6038000000000001
G36.0	J96.0	neuromyelitis optica	acute respiratory failure	1	0.0	0	0	1	0.2
G36.0	G47.1	neuromyelitis optica	hypersomnia	1	0.0	0	0	0	0.0
G36.0	G82.5	neuromyelitis optica	quadriplegia	1	0.0	0	0	0	0.0
G36.0	H02.4	neuromyelitis optica	ptosis	1	0.0	0	0	0	0.0
G95.9	G82.2	myelopathy	paraplegia	1	0.019	1	0.8888888888888888	1	0.582221052631579
G95.9	G82	myelopathy	paraplegia and quadriplegia	1	0.054	1	0.88	0	0.39980000000000004
G95.9	G82.5	myelopathy	quadriplegia	1	0.043	1	0.8888888888888888	0	0.39980000000000004
G95.9	G25.3	myelopathy	myoclonus	1	0.0	0	0	1	0.2
E51	G62.9	thiamine deficiency	neuropathy	2	0.01	1	0.3333333333333333	1	0.6734666666666667
E51	R41.3	thiamine deficiency	amnesia	3	0.007	1	0.0	1	0.6014
E51	E87.2	thiamine deficiency	metabolic acidosis	4	0.004	0	1.0	1	0.601
E51	I50.9	thiamine deficiency	congestive heart failure	1	0.008	1	0.75	1	0.5529520798668885
E51	H54	thiamine deficiency	blindness	1	0.005	0	1.0	1	0.40140000000000003
E51	G93.9	thiamine deficiency	brain diseases	8	0.0	0	0	1	0.4
E51	H55.0	thiamine deficiency	nystagmus	3	NA	0	0	1	0.4
E51	G25.5	thiamine deficiency	chorea	2	0.0	0	0	1	0.4
E51	E87.20	thiamine deficiency	lactic acidosis	10	NA	0	0	0	0.2
E51	I50.81	thiamine deficiency	right heart failure	1	NA	0	0	1	0.2
E51	I27.20	thiamine deficiency	pulmonary hypertension	1	NA	0	0	1	0.2
E54	D64.9	scurvy	anemia	2	0.006	1	0.3333333333333333	1	0.6730371830245698
E54	D69.0	scurvy	allergic vasculitis	1	0.0	0	0	1	0.2
E54	H05.20	scurvy	proptosis	1	NA	0	0	0	0.0
E54	I27.20	scurvy	pulmonary hypertension	1	NA	0	0	0	0.0
E54	E78.5	scurvy	hyperlipemia	1	-0.001	0	0	0	0.0
I44.3	I46	atrioventricular block	cardiac arrest	1	0.005	1	0.75	1	0.5516000000000001
I87.2	I10	venous insufficiency	hypertension	2	0.019	1	0.28888888888888886	1	0.6678666666666666
I87.2	G35	venous insufficiency	multiple sclerosis	1	0.002	0	0.1111111111111111	0	0.1397304347826087
I87.2	L13.0	venous insufficiency	dermatitis herpetiformis	1	0.0	0	0	0	0.0
I87.2	G57.5	venous insufficiency	tarsal tunnel syndrome	1	0.0	0	0	0	0.0
K74.4	K76.6	secondary biliary cirrhosis	portal hypertension	2	0.035	1	0.2727272727272727	1	0.6678666666666666
A80	M41	poliomyelitis	kyphoscoliosis	2	0.012	1	0.2857142857142857	1	0.6653
A80	M41.9	poliomyelitis	scoliosis	6	0.013	1	0.8	0	0.5637333333333334
A80	G82.2	poliomyelitis	paraplegia	1	0.0	0	1.0	1	0.4
A80	G82.5	poliomyelitis	quadriplegia	1	0.0	0	0	1	0.2
A80	H49.0	poliomyelitis	third nerve palsy	1	0.0	0	0	1	0.2
A80	M21.4	poliomyelitis	flatfoot	1	0.0	0	0	0	0.0
Q61.4	N19	renal dysplasia	renal failure	4	0.019	1	0.25	1	0.6615454545454547
Q61.4	N18.9	renal dysplasia	chronic renal disease	1	0.021	1	0.5	1	0.5099994774657087
Q61.4	N08	renal dysplasia	kidney disease	1	0.0	0	1.0	1	0.4
Q61.4	I10	renal dysplasia	hypertension	1	0.005	1	0.35294117647058826	0	0.29595640535372847
Q61.4	I11	renal dysplasia	hypertensive heart disease	1	0.0	0	0	0	0.0
Q61.4	I15.0	renal dysplasia	renovascular hypertension	1	0.0	0	0	0	0.0
Q61.4	N18.6	renal dysplasia	end-stage renal disease	1	NA	0	0	0	0.0
E66	O24.4	overweight and obesity	gestational diabetes mellitus	3	0.006	1	0.1111111111111111	1	0.6514
E66	E13	overweight and obesity	diabetes	2	0.015	1	0.7789473684210526	0	0.5598905660377359
E66	C54.1	overweight and obesity	endometrial cancer	1	0.03	1	0.7188841201716738	1	0.551
E66	E11	overweight and obesity	diabetes	3	0.181	1	0.5052875082617316	0	0.5389
E66	E10	overweight and obesity	diabetes	2	0.063	1	0.44404332129963897	0	0.5032
E66	J45	overweight and obesity	asthma	1	0.093	1	0.39261346781370515	1	0.5012000000000001
E66	E12	overweight and obesity	diabetes	2	-0.001	0	1.0	0	0.4
E66	E88.9	overweight and obesity	metabolic disease	1	0.009	1	0.8	0	0.3702666666666667
E66	E08	overweight and obesity	diabetes	2	NA	0	0	0	0.2
E66	E09	overweight and obesity	diabetes	2	NA	0	0	0	0.2
E66	C80.1	overweight and obesity	cancer	7	NA	0	0	0	0.2
O24.4	R73.03	gestational diabetes mellitus	glucose intolerance	1	NA	0	0	1	0.2
E72	K76.9	metabolic disorders	liver disease	2	0.012	1	1.0	0	0.6026
E72	H35.9	metabolic disorders	retinal diseases	1	0.015	1	1.0	0	0.4076
E72	G62.9	metabolic disorders	neuropathy	2	0.004	0	1.0	0	0.40140000000000003
E72	N08	metabolic disorders	kidney disease	2	0.0	0	0.0	0	0.2
E72	I51.9	metabolic disorders	heart disease	1	0.0	0	0.0	1	0.2
E72	G40.909	metabolic disorders	epilepsies	2	NA	0	0	0	0.2
E72	K83.1	metabolic disorders	cholestasis	1	0.0	0	0.5	0	0.1996
E72	I42	metabolic disorders	cardiomyopathy	1	0.004	0	0.0	0	0.13393333333333332
E72	E28	metabolic disorders	ovarian dysfunction	1	0.0	0	0	0	0.0
E72	Q75.0	metabolic disorders	craniosynostosis	1	0.0	0	0	0	0.0
C75.0	E21.3	parathyroid neoplasm	hyperparathyroidism	11	0.089	1	1.0	0	0.6308065335753177
C75.0	E21.0	parathyroid neoplasm	primary hyperparathyroidism	14	0.012	1	0.75	0	0.5539809523809525
C75.0	E83.52	parathyroid neoplasm	hypercalcemia	10	NA	0	0	0	0.2
C75.0	K85	parathyroid neoplasm	acute pancreatitis	1	0.0	0	0	0	0.0
L51	K20	erythema multiforme	esophagitis	1	0.001	0	0.2222222222222222	0	0.15040000000000003
G00.1	J86	pneumococcal meningitis	empyema	1	0.006	1	1.0	1	0.6014
G00.1	I10	pneumococcal meningitis	hypertension	1	0.004	1	0.65625	0	0.3356086956521739
G00.1	G03.1	pneumococcal meningitis	chronic meningitis	1	0.0	0	0	1	0.2
C88.0	D89.1	macroglobulinemia	cryoglobulinemia	1	0.047	1	1.0	1	0.6172326100433974
C88.0	I33.9	macroglobulinemia	endocarditis	1	0.0	0	1.0	1	0.4
C88.0	G12.9	macroglobulinemia	spinal muscular atrophy	1	0.0	0	0	0	0.0
D89.1	M19.90	cryoglobulinemia	arthritis	2	0.008	1	1.0	0	0.6018000000000001
D89.1	N08	cryoglobulinemia	kidney disease	2	0.055	1	0.8888888888888888	0	0.5912
D89.1	G62.9	cryoglobulinemia	neuropathy	1	0.018	1	1.0	0	0.4454444444444445
D89.1	I73.0	cryoglobulinemia	raynaud 's syndrome	1	0.017	1	1.0	0	0.44389999999999996
D89.1	N19	cryoglobulinemia	renal failure	1	0.005	0	0.6	1	0.33155404794210763
D89.1	R80	cryoglobulinemia	proteinuria	1	0.012	1	0.0	0	0.2829559322033898
D89.1	M54.3	cryoglobulinemia	sciatica	1	-0.001	0	1.0	0	0.2
D89.1	I42	cryoglobulinemia	cardiomyopathy	1	0.0	0	0	0	0.0
D89.1	M31.1	cryoglobulinemia	thrombotic microangiopathy	1	0.0	0	0	0	0.0
B44	D64.9	aspergillosis	anemia	1	0.019	1	0.6547619047619048	1	0.5356135593220339
B44	I26	aspergillosis	pulmonary embolism	2	0.012	1	0.6176470588235294	0	0.528880412371134
B44	J32	aspergillosis	chronic sinusitis	1	0.013	1	0.5806451612903226	1	0.5218
B44	J47	aspergillosis	bronchiectasis	1	0.14	1	0.5380434782608695	0	0.3436571428571429
B44	M94.0	aspergillosis	costochondritis	1	0.004	0	1.0	0	0.2624
B44	I72	aspergillosis	aneurysms	2	0.002	0	0.0	0	0.2018
B44	G03	aspergillosis	meningitis	1	0.0	0	0	1	0.2
B44	G82.2	aspergillosis	paraplegia	1	0.0	0	0	0	0.0
B44	E06.0	aspergillosis	acute suppurative thyroiditis	1	0.0	0	0	0	0.0
C24.9	K31.5	biliary tract cancer	duodenal obstruction	1	0.045	1	1.0	1	0.611
C22.1	K83.0	cholangiocarcinoma	cholangitis	1	0.159	1	0.8854961832061069	1	0.6108194805194805
C22.1	K83.1	cholangiocarcinoma	cholestasis	1	0.192	1	0.7905759162303665	1	0.5996
C22.1	J86	cholangiocarcinoma	empyema	1	0.006	1	0.5	1	0.5028
C22.1	G03	cholangiocarcinoma	meningitis	2	0.0	0	0	1	0.4
C22.1	K83.3	cholangiocarcinoma	choledochoduodenal fistula	1	0.0	0	0	1	0.2
H66.3	H83.1	chronic suppurative otitis media	labyrinthine fistula	3	0.043	1	1.0	0	0.6098000000000001
H66.3	H92.1	chronic suppurative otitis media	otorrhea	1	0.063	1	0.631578947368421	1	0.5409939393939394
H66.3	G51.0	chronic suppurative otitis media	facial paralysis	2	0.013	1	0.6666666666666666	0	0.5381
H66.3	H49.2	chronic suppurative otitis media	sixth nerve palsy	1	0.005	0	1.0	0	0.2680666666666667
H66.3	H71.9	chronic suppurative otitis media	cholesteatoma	2	NA	0	0	0	0.2
H66.3	G03	chronic suppurative otitis media	meningitis	1	0.0	0	0	1	0.2
H66.3	M19.90	chronic suppurative otitis media	arthritis	1	-0.001	0	0	0	0.0
H83.1	H90.5	labyrinthine fistula	sensorineural hearing loss	1	0.0	0	0	1	0.2006
H83.1	G03	labyrinthine fistula	meningitis	1	0.0	0	0	1	0.2
H83.1	H55.0	labyrinthine fistula	nystagmus	1	NA	0	0	0	0.0
H33.0	H35.2	rhegmatogenous retinal detachment	proliferative vitreoretinopathy	1	0.066	1	0.9736842105263158	1	0.609
H33.0	H40.1	rhegmatogenous retinal detachment	pigmentary glaucoma	2	0.024	1	0.8823529411764706	0	0.5819237597911227
H33.0	J43	rhegmatogenous retinal detachment	emphysema	1	0.003	0	0.7804878048780488	0	0.1998
B05	H16	measles	keratitis	1	0.039	1	1.0	1	0.6088992366412214
B05	H54	measles	blindness	5	0.0	0	0	1	0.4
B05	K85.9	measles	pancreatitis	1	0.0	0	0	1	0.2
B05	J15.7	measles	mycoplasmal pneumonia	1	0.0	0	0	1	0.2
B05	G96.9	measles	central nervous system diseases	1	0.0	0	0	1	0.2
B05	T78.2	measles	anaphylaxis	1	0.0	0	0	1	0.2
B05	G03.0	measles	acute aseptic meningitis	1	0.0	0	0	1	0.2
B05	D76.1	measles	hemophagocytic syndrome	1	0.0	0	0	1	0.2
B05	D69.2	measles	purpura	1	0.0	0	0	1	0.2
B05	G31.9	measles	degenerative disease	1	0.0	0	0	1	0.2
B05	J80	measles	adult respiratory distress syndrome	1	0.0	0	0	1	0.2
B05	R41.3	measles	amnesia	1	0.0	0	0	1	0.2
B05	D72.810	measles	lymphocytopenia	1	NA	0	0	0	0.0
B05	M30.3	measles	mucocutaneous lymph node syndrome	1	0.0	0	0	0	0.0
B05	I10	measles	hypertension	1	-0.001	0	0	0	0.0
D13.7	E16.1	islet cell tumors	hyperinsulinism	3	0.038	1	1.0	0	0.6088068965517242
D13.7	E16.2	islet cell tumors	hypoglycemia	3	0.057	1	0.6666666666666666	0	0.5462545454545455
K44	K21.9	hernia	gastroesophageal reflux	1	0.229	1	0.807944221424044	1	0.6086
K44	D64.9	hernia	anemia	3	0.113	1	0.7858843299257807	0	0.5810737864077671
K44	K56.2	hernia	volvulus	5	0.018	1	0.742671009771987	0	0.5538000000000001
K44	M54.3	hernia	sciatica	3	0.027	1	0.7187993680884676	0	0.5504
K44	J96.0	hernia	acute respiratory failure	1	0.009	1	0.6623376623376623	1	0.5353333333333333
K44	N13.9	hernia	obstructive uropathy	1	0.005	1	0.5319148936170213	1	0.5123111111111112
K44	K20	hernia	esophagitis	1	0.298	1	0.8367958877704005	0	0.46986666666666665
K44	K56.609	hernia	intestinal obstruction	4	NA	0	0	1	0.4
K44	D50	hernia	iron-deficiency anemia	1	0.137	1	0.8478479919389664	0	0.39980000000000004
K44	D61.9	hernia	aplastic anemia	1	0.011	1	0.7802690582959642	0	0.3648363636363637
K44	I87.1	hernia	vena cava syndrome	1	0.004	1	0.6666666666666666	0	0.3409764705882353
K44	I27.20	hernia	pulmonary hypertension	2	NA	0	0	0	0.2
K44	G83.81	hernia	brown-sequard syndrome	1	NA	0	0	1	0.2
K44	Q53.9	hernia	cryptorchidism	1	0.0	0	0.0	0	0.1204
K44	K21.00	hernia	reflux esophagitis	1	NA	0	0	0	0.0
A19	E27.1	tuberculosis	addison 's disease	16	0.034	1	1.0	0	0.6086
A19	D86	tuberculosis	sarcoidosis	1	0.02	1	1.0	1	0.6046
A19	M19.90	tuberculosis	arthritis	6	0.0	0	1.0	1	0.6004
A19	J80	tuberculosis	adult respiratory distress syndrome	13	0.0	0	1.0	1	0.6000000000000001
A19	J98.4	tuberculosis	lung disease	3	0.0	0	1.0	1	0.6000000000000001
A19	D64.9	tuberculosis	anemia	1	0.008	1	0.7142857142857143	1	0.546
A19	J47	tuberculosis	bronchiectasis	1	0.009	1	0.6666666666666666	1	0.5368056338028169
A19	N32.89	tuberculosis	contracted bladder	4	NA	0	0	1	0.40040000000000003
A19	I71.9	tuberculosis	aortic aneurysm	2	0.0	0	0	1	0.4002
A19	J86	tuberculosis	empyema	7	0.0	0	0	1	0.4
A19	K56.609	tuberculosis	intestinal obstruction	5	NA	0	0	1	0.4
A19	J96.0	tuberculosis	acute respiratory failure	13	0.0	0	0	1	0.4
A19	N08	tuberculosis	kidney disease	2	0.0	0	0	1	0.4
A19	I31.4	tuberculosis	cardiac tamponade	3	NA	0	0	1	0.4
A19	G93.2	tuberculosis	benign intracranial hypertension	2	0.0	0	0	1	0.4
A19	K31.5	tuberculosis	duodenal obstruction	3	0.0	0	0	1	0.4
A19	J94.8	tuberculosis	hydrothorax	3	0.0	0	0	1	0.4
A19	J98.51	tuberculosis	mediastinitis	2	NA	0	0	1	0.4
A19	M79.3	tuberculosis	panniculitis	2	0.0	0	0	1	0.4
A19	D76.1	tuberculosis	hemophagocytic syndrome	5	0.0	0	1.0	0	0.4
A19	N12	tuberculosis	interstitial nephritis	5	0.0	0	0	1	0.4
A19	D73.3	tuberculosis	splenic abscess	4	0.0	0	0	1	0.4
A19	G03	tuberculosis	meningitis	4	0.0	0	0	1	0.4
A19	N19	tuberculosis	renal failure	2	0.0	0	0	1	0.4
A19	M54.1	tuberculosis	radiculopathy	2	0.0	0	0	1	0.4
A19	I31.3	tuberculosis	pericardial effusion	3	0.0	0	0	1	0.4
A19	E16.2	tuberculosis	hypoglycemia	1	0.0	0	1.0	1	0.4
A19	J86.0	tuberculosis	bronchopleural fistula	2	0.0	0	0	1	0.4
A19	H20.9	tuberculosis	uveitis	6	0.0	0	0	1	0.4
A19	D69.6	tuberculosis	thrombocytopenia	2	0.0	0	1.0	0	0.4
A19	N73.9	tuberculosis	pelvic inflammatory disease	1	0.0	0	1.0	1	0.4
A19	R82.0	tuberculosis	chyluria	2	0.0	0	0	1	0.4
A19	I10	tuberculosis	hypertension	1	0.0	0	0.8888888888888888	1	0.39696959838779333
A19	E83.52	tuberculosis	hypercalcemia	4	NA	0	0	0	0.2
A19	I72	tuberculosis	aneurysms	6	0.0	0	0	0	0.2
A19	E85	tuberculosis	amyloidosis	8	0.0	0	0	0	0.2
A19	I89.8	tuberculosis	chylous ascites	2	0.0	0	0	0	0.2
A19	I27.81	tuberculosis	cor pulmonale	2	NA	0	0	0	0.2
A19	H16	tuberculosis	keratitis	1	0.0	0	0	1	0.2
A19	K83.3	tuberculosis	choledochoduodenal fistula	1	0.0	0	0	1	0.2
A19	G51.0	tuberculosis	facial paralysis	3	0.0	0	0	0	0.2
A19	G82.2	tuberculosis	paraplegia	5	0.0	0	0	0	0.2
A19	D69.3	tuberculosis	immune thrombocytopenic purpura	1	0.0	0	0	1	0.2
A19	E27.2	tuberculosis	addisonian crisis	2	0.0	0	0	0	0.2
A19	K76.6	tuberculosis	portal hypertension	1	0.0	0	0	1	0.2
A19	D75.81	tuberculosis	myelofibrosis	1	NA	0	0	1	0.2
A19	J43.8	tuberculosis	pulmonary emphysema	1	0.0	0	0	1	0.2
A19	D61.81	tuberculosis	pancytopenia	1	NA	0	0	1	0.2
A19	L03.213	tuberculosis	periorbital cellulitis	1	NA	0	0	1	0.2
A19	N18.6	tuberculosis	end-stage renal disease	1	NA	0	0	1	0.2
A19	J38.6	tuberculosis	laryngostenosis	1	0.0	0	0	1	0.2
A19	K73.9	tuberculosis	hepatitis	1	0.0	0	0	1	0.2
A19	K13.0	tuberculosis	cheilitis	1	0.0	0	0	1	0.2
A19	E23.2	tuberculosis	diabetes insipidus	1	0.0	0	0	1	0.2
A19	N16	tuberculosis	pyelonephritis	1	0.0	0	0	1	0.2
A19	M02.3	tuberculosis	reactive arthritis	1	0.0	0	0	1	0.2
A19	M70.6	tuberculosis	trochanteric bursitis	1	0.0	0	0	1	0.2
A19	H30.9	tuberculosis	chorioretinitis	4	0.0	0	0	0	0.2
A19	E85.3	tuberculosis	secondary amyloidosis	2	0.0	0	0	0	0.2
A19	H66.9	tuberculosis	otitis media	1	0.0	0	0	1	0.2
A19	H46	tuberculosis	optic neuritis	1	0.0	0	0	1	0.2
A19	N91.1	tuberculosis	secondary amenorrhea	2	0.0	0	0	0	0.2
A19	D72.1	tuberculosis	eosinophilia	2	0.0	0	0	0	0.2
A19	H34.81	tuberculosis	central retinal vein occlusion	1	NA	0	0	1	0.2
A19	H35.71	tuberculosis	central serous chorioretinopathy	1	NA	0	0	1	0.2
A19	J93.1	tuberculosis	pneumothorax	1	0.0	0	0	1	0.2
A19	J05.10	tuberculosis	acute epiglottitis	1	NA	0	0	1	0.2
A19	J93.12	tuberculosis	secondary spontaneous pneumothorax	1	NA	0	0	1	0.2
A19	G56.0	tuberculosis	carpal tunnel syndrome	3	-0.001	0	0	0	0.2
A19	I87.1	tuberculosis	vena cava syndrome	1	0.0	0	0	0	0.0
A19	B44	tuberculosis	aspergillosis	1	0.0	0	0	0	0.0
A19	H05.20	tuberculosis	proptosis	1	NA	0	0	0	0.0
A19	M31.8	tuberculosis	septic vasculitis	1	0.0	0	0	0	0.0
A19	K31.1	tuberculosis	pyloric stenosis	1	0.0	0	0	0	0.0
A19	M77.9	tuberculosis	tendinitis	1	0.0	0	0	0	0.0
A19	E23.0	tuberculosis	hypopituitarism	1	0.0	0	0	0	0.0
A19	M31.19	tuberculosis	thrombotic thrombocytopenic purpura	1	NA	0	0	0	0.0
A19	G82.5	tuberculosis	quadriplegia	1	0.0	0	0	0	0.0
A19	S12.8	tuberculosis	trachea	1	0.0	0	0	0	0.0
A19	K50.1	tuberculosis	crohn disease	1	0.0	0	0	0	0.0
A19	A69.22	tuberculosis	polyneuropathy	1	NA	0	0	0	0.0
A19	H33.2	tuberculosis	retinal detachment	1	0.0	0	0	0	0.0
A19	I42.0	tuberculosis	dilated cardiomyopathy	1	0.0	0	0.0	0	0.0
A19	K76.4	tuberculosis	peliosis hepatis	1	0.0	0	0	0	0.0
A19	M43.1	tuberculosis	spondylolisthesis	1	0.0	0	0	0	0.0
A19	Q43.0	tuberculosis	meckel 's diverticulum	1	0.0	0	0	0	0.0
A19	L60.3	tuberculosis	nail dystrophy	1	0.0	0	0	0	0.0
A19	L04	tuberculosis	lymphadenitis	1	0.0	0	0	0	0.0
A19	L40.1	tuberculosis	acrodermatitis continua of hallopeau	1	0.0	0	0	0	0.0
E27.1	I46	addison 's disease	cardiac arrest	1	0.006	1	0.8333333333333334	1	0.5694390397978522
E27.1	E16.2	addison 's disease	hypoglycemia	1	0.028	1	0.68	1	0.5438615384615384
E27.1	M79.7	addison 's disease	fibromyalgia	1	0.006	1	0.9090909090909091	0	0.39980000000000004
E27.1	I42.0	addison 's disease	dilated cardiomyopathy	1	-0.001	0	0.0	1	0.2
E27.1	G93.9	addison 's disease	brain diseases	1	-0.001	0	0	0	0.0
K29.4	E16.4	chronic atrophic gastritis	hypergastrinemia	5	0.034	1	1.0	0	0.6084
K29.4	E53.8	chronic atrophic gastritis	folic acid deficiency	1	0.022	1	0.6428571428571429	0	0.33573333333333333
K29.4	D53.1	chronic atrophic gastritis	megaloblastic anemia	1	0.0	0	0	1	0.2
C92.4	D65	acute promyelocytic leukemia	disseminated intravascular coagulation	1	0.032	1	1.0	1	0.6076
C92.4	L30.9	acute promyelocytic leukemia	dermatitis	1	0.004	0	0.0	0	0.13393333333333332
C92.4	C95.00	acute promyelocytic leukemia	acute leukemia	1	NA	0	0	0	0.0
C92.4	K37	acute promyelocytic leukemia	appendicitis	1	0.0	0	0	0	0.0
C92.4	C93.1	acute promyelocytic leukemia	chronic myelomonocytic leukemia	1	0.0	0	0	0	0.0
D47.1	C92.0	chronic myeloproliferative disease	acute myelogenous leukaemia	1	0.063	1	0.967741935483871	1	0.6073888442848088
D47.1	I82.0	chronic myeloproliferative disease	budd-chiari syndrome	1	0.036	1	0.75	0	0.3638363636363637
D47.1	D75.9	chronic myeloproliferative disease	hematological diseases	1	0.019	1	0.4	0	0.30000000000000004
D47.1	C91.00	chronic myeloproliferative disease	acute lymphocytic leukemia	1	NA	0	0	1	0.2
D47.1	C95.90	chronic myeloproliferative disease	leukemia	1	NA	0	0	1	0.2
D47.1	D75.81	chronic myeloproliferative disease	myelofibrosis	1	NA	0	0	0	0.0
C92.0	H35.6	acute myelogenous leukaemia	retinal hemorrhage	1	0.03	1	1.0	1	0.6068
C92.0	H30.9	acute myelogenous leukaemia	chorioretinitis	1	0.009	1	1.0	1	0.6018000000000001
C92.0	E23.2	acute myelogenous leukaemia	diabetes insipidus	1	0.004	0	1.0	0	0.26666666666666666
C92.0	K37	acute myelogenous leukaemia	appendicitis	1	0.001	0	1.0	0	0.20120000000000002
C92.0	D61.81	acute myelogenous leukaemia	pancytopenia	1	NA	0	0	1	0.2
C92.0	I31.4	acute myelogenous leukaemia	cardiac tamponade	1	NA	0	0	1	0.2
C92.0	K56.1	acute myelogenous leukaemia	intussusception	1	-0.001	0	0.0	0	0.0
D69.2	N04	purpura	nephrotic syndrome	1	0.012	1	0.0	0	0.28300000000000003
D69.2	I67.4	purpura	hypertensive encephalopathy	3	0.0	0	0	0	0.2
E45	E16.2	malnutrition	hypoglycemia	1	0.028	1	1.0	1	0.6064
E45	D64.9	malnutrition	anemia	2	0.0	0	0	1	0.4
E45	E53.8	malnutrition	folic acid deficiency	2	0.0	0	0	1	0.4
E45	D61.81	malnutrition	pancytopenia	2	NA	0	0	1	0.4
E45	I51.9	malnutrition	heart disease	1	0.0	0	0	1	0.2
E45	R41.3	malnutrition	amnesia	1	0.0	0	0	1	0.2
E45	E50	malnutrition	vitamin a deficiency	2	0.0	0	0	0	0.2
E45	N18.9	malnutrition	chronic renal disease	1	0.0	0	0	1	0.2
E45	K05.10	malnutrition	gingivitis	1	NA	0	0	1	0.2
E45	K76.9	malnutrition	liver disease	1	0.0	0	0	1	0.2
E45	L89	malnutrition	pressure sore	3	0.0	0	0	0	0.2
E45	H54	malnutrition	blindness	1	0.0	0	0	1	0.2
E45	N62	malnutrition	gynecomastia	2	0.0	0	0	0	0.2
E45	E51.2	malnutrition	wernicke 's encephalopathy	2	0.0	0	0	0	0.2
E45	E55.0	malnutrition	rickets	1	0.0	0	0	1	0.2
E45	E88.81	malnutrition	metabolic syndrome	1	NA	0	0	1	0.2
E45	J98.4	malnutrition	lung disease	1	0.0	0	0	1	0.2
E45	A18	malnutrition	tuberculosis	1	0.0	0	0	0	0.06666666666666667
E45	G62.9	malnutrition	neuropathy	1	0.0	0	0	0	0.0
E45	E15	malnutrition	hypoglycemic coma	1	0.0	0	0	0	0.0
E45	H46.1	malnutrition	retrobulbar neuritis	1	NA	0	0	0	0.0
E45	E51	malnutrition	thiamine deficiency	1	0.0	0	0	0	0.0
E45	M89.9	malnutrition	bone disease	1	0.0	0	0	0	0.0
E45	A69.22	malnutrition	polyneuropathy	1	NA	0	0	0	0.0
H52.7	H54	refractive errors	blindness	29	-0.001	0	1.0	1	0.6000000000000001
H52.7	H53.00	refractive errors	amblyopia	1	NA	0	0	1	0.2
D69.0	N08	allergic vasculitis	kidney disease	2	0.026	1	1.0	0	0.6062000000000001
D69.0	I67.9	allergic vasculitis	cerebrovascular disorders	1	0.003	0	1.0	0	0.25376279069767443
D69.0	K56.609	allergic vasculitis	intestinal obstruction	1	NA	0	0	0	0.0
D69.0	N01	allergic vasculitis	rapidly progressive glomerulonephritis	1	0.0	0	0	0	0.0
D69.0	K56.1	allergic vasculitis	intussusception	1	0.0	0	0	0	0.0
D69.0	K50.0	allergic vasculitis	regional ileitis	1	0.0	0	0	0	0.0
I65.0	G45.0	vertebral artery occlusion	vertebro-basilar insufficiency	1	0.025	1	1.0	1	0.6061483870967743
I65.0	I67.9	vertebral artery occlusion	cerebrovascular disorders	1	0.029	1	0.9	1	0.5879333333333334
I65.0	G91	vertebral artery occlusion	hydrocephalus	1	0.005	0	1.0	0	0.2710666666666667
G45.0	I67.82	vertebro-basilar insufficiency	cerebral ischemia	1	NA	0	0	1	0.2
G45.0	H55.0	vertebro-basilar insufficiency	nystagmus	1	NA	0	0	0	0.1008
J16	J96.0	influenza and pneumonia	acute respiratory failure	1	0.023	1	1.0	1	0.6056
I78.0	I77.0	hereditary hemorrhagic telangiectasia	arteriovenous malformations	3	0.022	1	1.0	0	0.6053999999999999
I78.0	D64.9	hereditary hemorrhagic telangiectasia	anemia	2	0.028	1	0.5967741935483871	0	0.527829268292683
I78.0	D50	hereditary hemorrhagic telangiectasia	iron-deficiency anemia	1	0.032	1	0.6896551724137931	0	0.35100000000000003
I78.0	K72.1	hereditary hemorrhagic telangiectasia	end-stage liver disease	2	0.0	0	0	0	0.2
I78.0	I50.83	hereditary hemorrhagic telangiectasia	high output heart failure	1	NA	0	0	1	0.2
I78.0	I27.20	hereditary hemorrhagic telangiectasia	pulmonary hypertension	1	NA	0	0	0	0.0
I78.0	K76.82	hereditary hemorrhagic telangiectasia	hepatic encephalopathy	1	NA	0	0	0	0.0
C72.9	G91	central nervous system tumors	hydrocephalus	1	0.021	1	1.0	1	0.6048
C72.9	H54	central nervous system tumors	blindness	1	0.0	0	0	1	0.2
E71	N08	metabolic disorders	kidney disease	2	0.02	1	1.0	0	0.6048
E71	G62.9	metabolic disorders	neuropathy	2	0.0	0	0	0	0.2
E71	K76.9	metabolic disorders	liver disease	2	0.0	0	0	0	0.2
E71	E72.20	metabolic disorders	hyperammonemia	2	NA	0	0	0	0.2
E71	I51.9	metabolic disorders	heart disease	1	0.0	0	0	1	0.2
E71	G40.909	metabolic disorders	epilepsies	2	NA	0	0	0	0.2
